,zero,one,two,three,four,five,six,seven,eight,nine,nums,chars,upper,lower,special,strength
43126,2,0,2,0,0,0,0,0,0,0,4,6,0,6,0,1
43127,0,0,0,0,1,0,0,0,0,0,1,8,0,8,0,1
43128,0,0,2,0,0,0,0,0,0,1,3,5,0,5,0,1
43129,1,1,1,0,0,1,0,0,0,2,6,9,5,4,0,2
43130,0,1,0,0,0,0,1,0,0,2,4,8,0,8,0,1
43131,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43132,0,0,0,2,1,0,0,0,0,0,3,7,0,7,0,1
43133,1,0,0,0,0,0,0,0,1,0,2,4,0,4,0,0
43134,0,0,0,0,1,0,0,0,0,1,2,5,0,5,0,0
43135,1,0,0,1,0,0,0,0,0,0,2,7,0,7,0,1
43136,0,2,0,1,0,1,1,2,1,1,9,3,0,3,0,1
43137,0,0,1,0,0,0,0,0,0,0,1,11,0,11,0,1
43138,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,1
43139,2,0,1,0,0,0,1,1,1,0,6,3,0,3,0,1
43140,0,1,0,1,0,0,0,0,0,0,2,6,0,6,0,1
43141,1,0,0,0,0,0,1,0,0,0,2,7,0,7,0,1
43142,0,0,0,1,0,0,0,0,0,0,1,6,0,6,0,0
43143,0,0,0,0,0,0,2,0,1,1,4,5,0,5,0,1
43144,0,2,0,0,0,0,0,1,0,1,4,6,0,6,0,1
43145,2,1,1,1,1,0,0,1,0,1,8,1,0,1,0,1
43146,0,0,0,0,1,0,0,0,0,0,1,5,0,5,0,0
43147,0,2,0,0,0,0,0,0,0,0,2,8,0,8,0,1
43148,0,0,0,0,0,0,1,1,1,0,3,6,0,6,0,1
43149,1,0,0,0,0,0,0,0,0,1,2,5,0,5,0,0
43150,0,0,0,2,0,0,0,0,0,0,2,7,0,7,0,1
43151,0,1,1,1,1,1,1,1,1,0,8,4,0,4,0,1
43152,1,1,0,1,0,0,0,0,0,0,3,7,0,7,0,1
43153,0,1,0,1,0,0,0,0,0,2,4,9,0,9,0,1
43154,0,0,0,0,0,0,0,1,0,0,1,5,0,5,0,0
43155,1,1,0,0,0,1,0,0,0,0,3,6,0,6,0,1
43156,1,1,0,0,0,0,0,0,0,0,2,8,0,8,0,1
43157,2,0,2,0,0,0,0,0,0,0,4,4,0,4,0,1
43158,0,0,0,0,1,0,0,0,0,0,1,9,0,9,0,1
43159,0,0,1,0,0,0,0,0,1,0,2,6,0,6,0,1
43160,0,0,0,0,0,1,0,1,0,0,2,4,0,4,0,0
43161,0,1,1,0,0,0,0,0,0,0,2,7,0,7,0,1
43162,0,0,0,0,0,0,0,1,0,0,1,8,0,8,0,1
43163,0,1,0,0,0,0,0,0,0,0,1,7,0,7,0,1
43164,0,0,0,1,0,0,0,0,0,0,1,8,0,8,0,1
43165,0,0,0,0,0,0,0,1,0,0,1,6,0,6,0,0
43166,0,1,0,1,1,0,0,0,0,1,4,9,0,9,0,1
43167,0,1,0,0,0,0,0,1,0,0,2,5,0,5,0,0
43168,0,1,1,1,1,1,0,0,0,0,5,5,0,5,0,1
43169,0,1,1,1,0,0,0,0,0,0,3,9,0,9,0,1
43170,0,0,2,1,2,0,1,1,1,0,8,1,0,1,0,1
43171,2,1,0,0,0,0,0,0,0,1,4,6,0,6,0,1
43172,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43173,0,1,1,1,1,1,1,1,1,1,9,4,0,4,0,1
43174,0,1,0,0,0,1,1,0,0,1,4,9,0,9,0,1
43175,1,0,0,1,0,0,0,0,0,1,3,6,0,6,0,1
43176,0,0,0,1,0,1,0,0,1,1,4,5,0,5,0,1
43177,1,1,0,0,0,0,0,0,0,1,3,6,0,6,0,1
43178,0,0,0,0,0,0,1,0,1,0,2,8,0,8,0,1
43179,1,1,0,0,0,0,0,0,1,0,3,5,0,5,0,1
43180,1,0,0,0,0,1,0,0,0,0,2,5,0,5,0,0
43181,0,0,0,0,0,0,3,0,0,0,3,13,8,5,0,2
43182,1,1,1,1,1,1,1,1,1,1,10,1,0,1,0,1
43183,0,1,0,0,0,0,1,2,2,2,8,1,0,1,0,1
43184,0,0,0,0,0,1,0,0,0,0,1,8,0,8,0,1
43185,0,2,1,2,1,0,0,1,0,1,8,1,0,1,0,1
43186,0,0,0,0,0,2,1,0,0,0,3,11,8,3,0,2
43187,0,1,2,0,1,0,0,0,0,0,4,6,0,6,0,1
43188,0,0,1,0,0,0,0,0,0,0,1,6,0,6,0,0
43189,1,2,1,0,0,0,0,0,0,0,4,8,0,8,0,1
43190,0,0,0,0,0,0,0,1,0,0,1,6,0,6,0,0
43191,0,1,0,0,0,0,1,0,0,0,2,4,0,4,0,0
43192,0,0,0,0,1,0,0,1,0,0,2,5,0,5,0,0
43193,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43194,0,0,0,0,0,1,0,0,0,0,1,7,0,7,0,1
43195,0,0,1,0,1,1,1,2,0,0,6,2,0,2,0,1
43196,0,1,0,0,0,0,1,0,0,2,4,4,0,4,0,1
43197,0,1,1,1,0,0,0,0,0,0,3,9,0,9,0,1
43198,0,0,0,0,0,0,0,1,0,1,2,7,0,7,0,1
43199,0,1,0,0,0,0,0,0,0,1,2,14,7,7,0,2
43200,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43201,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,1
43202,0,1,1,1,1,1,1,0,0,0,6,4,0,4,0,1
43203,0,1,0,1,2,2,0,0,1,0,7,1,0,1,0,1
43204,1,3,0,2,0,0,0,0,1,0,7,1,0,1,0,1
43205,0,1,0,0,0,0,1,0,0,0,2,5,0,5,0,0
43206,0,1,0,0,0,0,0,0,0,0,1,6,0,6,0,0
43207,0,0,1,0,0,0,0,1,0,0,2,7,0,7,0,1
43208,0,1,1,0,0,0,0,0,0,1,3,13,6,7,0,2
43209,1,0,0,0,0,0,0,0,0,0,1,6,0,6,0,0
43210,0,0,1,1,0,0,0,0,0,0,2,4,0,4,0,0
43211,2,0,0,0,0,1,0,0,1,0,4,9,0,9,0,1
43212,0,2,0,2,3,2,1,1,0,0,11,0,0,0,2,1
43213,0,1,0,0,1,0,0,0,0,2,4,4,0,4,0,1
43214,0,0,0,1,0,0,0,0,0,0,1,15,8,7,0,2
43215,0,1,0,0,0,0,0,0,1,2,4,5,0,5,0,1
43216,0,1,0,0,0,0,1,0,0,0,2,7,0,7,0,1
43217,0,1,0,0,0,0,1,0,0,0,2,7,0,7,0,1
43218,0,1,0,0,1,0,0,0,0,1,3,7,0,7,0,1
43219,0,0,0,1,0,1,0,0,0,1,3,7,0,7,0,1
43220,0,1,0,0,0,0,0,0,0,0,1,15,10,5,0,2
43221,0,1,1,0,0,1,0,0,0,0,3,8,0,8,0,1
43222,0,0,0,0,0,1,0,0,0,0,1,5,0,5,0,0
43223,0,1,0,0,0,0,0,0,0,0,1,9,0,9,0,1
43224,4,0,1,1,1,3,0,0,1,0,11,1,0,1,0,1
43225,0,0,0,1,0,0,0,2,0,0,3,5,0,5,0,1
43226,0,0,0,1,0,1,0,1,0,0,3,6,0,6,0,1
43227,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
43228,0,1,1,1,0,0,0,0,0,0,3,8,0,8,0,1
43229,0,0,0,0,0,0,2,2,0,0,4,12,5,7,0,2
43230,2,1,0,2,1,2,0,1,0,1,10,1,0,1,0,1
43231,0,1,1,1,0,0,0,0,0,0,3,5,0,5,0,1
43232,0,1,2,1,0,0,1,2,0,3,10,4,1,3,0,2
43233,1,0,1,0,0,0,0,1,0,0,3,11,1,10,0,2
43234,0,0,1,0,0,1,0,0,0,0,2,6,0,6,0,1
43235,1,0,0,0,0,0,0,0,0,0,1,16,1,15,1,2
43236,0,0,0,0,0,1,1,0,1,1,4,7,0,7,0,1
43237,0,0,0,1,0,0,1,0,0,1,3,6,0,6,0,1
43238,0,0,0,0,3,0,0,0,0,0,3,6,0,6,0,1
43239,1,0,0,2,0,1,1,0,0,0,5,10,6,4,0,2
43240,0,0,0,0,1,0,0,0,2,1,4,5,0,5,0,1
43241,1,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0
43242,0,0,0,1,0,1,1,0,0,0,3,6,0,6,0,1
43243,1,1,0,0,0,0,0,0,1,0,3,9,0,9,0,1
43244,1,1,0,0,0,0,0,0,0,2,4,8,0,8,0,1
43245,0,2,0,2,2,0,0,0,0,0,6,3,0,3,0,1
43246,0,0,0,0,0,0,0,0,1,1,2,8,0,8,0,1
43247,0,1,0,1,1,0,0,0,0,0,3,7,0,7,0,1
43248,1,1,0,0,1,0,0,0,0,1,4,5,0,5,0,1
43249,0,0,0,0,1,0,1,1,0,1,4,7,0,7,0,1
43250,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,1
43251,0,0,0,0,1,0,0,0,2,0,3,7,0,7,0,1
43252,0,1,0,0,0,0,0,0,0,0,1,6,0,6,0,0
43253,2,1,0,0,0,0,0,0,2,1,6,2,0,2,0,1
43254,2,1,1,0,0,0,0,0,0,0,4,4,0,4,0,1
43255,0,1,1,0,0,0,0,0,0,0,2,4,0,4,0,0
43256,0,0,1,0,1,0,0,0,0,0,2,6,0,6,0,1
43257,0,0,1,0,0,1,0,0,0,0,2,10,0,10,0,1
43258,0,0,0,0,0,0,1,0,0,0,1,8,0,8,0,1
43259,0,1,1,1,0,0,0,0,0,0,3,7,0,7,0,1
43260,0,0,0,0,1,0,0,1,0,0,2,6,0,6,0,1
43261,0,0,0,0,1,0,0,0,1,0,2,6,0,6,0,1
43262,0,1,1,1,1,1,1,0,0,0,6,6,0,6,0,1
43263,0,0,1,0,0,0,0,0,0,0,1,13,0,13,2,2
43264,0,1,0,0,0,0,1,0,0,0,2,7,0,7,0,1
43265,0,0,0,1,0,0,1,0,3,1,6,3,0,3,0,1
43266,0,1,1,1,1,1,1,0,0,0,6,6,0,6,0,1
43267,0,0,0,0,0,0,0,1,0,0,1,8,0,8,0,1
43268,0,0,0,1,0,0,0,0,0,0,1,15,6,9,0,2
43269,0,1,1,1,1,1,0,0,0,0,5,3,0,3,0,1
43270,0,0,2,0,0,0,0,0,0,0,2,11,0,11,0,1
43271,1,0,1,0,1,0,0,0,0,0,3,13,6,7,0,2
43272,0,2,1,0,1,0,0,0,0,2,6,0,0,0,3,1
43273,0,1,0,2,0,0,0,1,0,0,4,9,0,9,0,1
43274,0,0,0,0,0,0,0,0,1,2,3,12,7,5,0,2
43275,0,1,0,0,0,0,0,0,0,0,1,9,0,9,0,1
43276,0,0,0,0,0,1,0,1,0,0,2,5,0,5,0,0
43277,0,1,0,0,0,0,1,0,0,1,3,6,0,6,0,1
43278,0,0,1,0,0,1,0,0,1,0,3,6,0,6,0,1
43279,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
43280,0,0,2,2,0,1,1,0,1,1,8,2,0,2,0,1
43281,0,1,0,1,0,1,0,1,0,0,4,6,0,6,0,1
43282,0,1,0,1,0,0,0,0,1,0,3,5,0,5,0,1
43283,0,0,0,0,0,1,0,1,0,1,3,6,0,6,0,1
43284,0,1,1,0,0,0,0,0,0,0,2,4,0,4,0,0
43285,0,0,0,0,0,0,0,0,1,1,2,8,0,8,0,1
43286,0,2,1,0,0,0,0,0,0,2,5,8,0,8,0,1
43287,0,1,0,0,0,2,0,0,0,0,3,12,4,8,0,2
43288,0,0,0,0,0,0,0,3,0,0,3,6,0,6,0,1
43289,0,0,0,0,0,0,0,0,1,0,1,9,0,9,0,1
43290,0,0,0,0,0,1,0,0,1,1,3,6,0,6,0,1
43291,0,0,0,0,0,1,0,0,0,0,1,12,0,12,0,1
43292,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43293,1,0,0,0,0,0,1,0,1,0,3,7,0,7,0,1
43294,0,0,0,0,0,0,0,1,0,0,1,6,0,6,0,0
43295,0,1,0,0,0,1,0,0,1,1,4,4,0,4,0,1
43296,0,3,0,0,1,1,0,0,0,0,5,3,0,3,0,1
43297,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
43298,0,0,0,0,1,0,0,0,0,0,1,6,0,6,0,0
43299,0,1,2,0,0,0,1,0,0,0,4,6,0,6,0,1
43300,1,0,0,0,0,0,0,0,0,1,2,8,0,8,0,1
43301,0,0,1,1,0,0,0,0,0,0,2,7,0,7,0,1
43302,0,0,0,0,1,1,0,0,0,0,2,5,0,5,0,0
43303,1,0,0,0,0,0,0,2,0,0,3,6,0,6,0,1
43304,0,0,1,0,0,0,0,0,1,0,2,7,0,7,0,1
43305,1,0,0,0,1,1,0,1,0,0,4,4,0,4,0,1
43306,3,0,0,0,0,0,0,0,0,0,3,6,0,6,0,1
43307,0,0,2,0,0,0,0,0,0,0,2,9,0,9,0,1
43308,0,0,0,0,0,0,1,0,0,0,1,8,0,8,0,1
43309,1,1,0,1,0,1,0,0,1,0,5,3,0,3,0,1
43310,0,0,0,0,0,0,1,0,0,1,2,6,0,6,0,1
43311,0,0,1,0,0,0,0,0,1,0,2,10,0,10,0,1
43312,1,0,1,0,0,0,1,0,0,0,3,7,0,7,0,1
43313,0,0,0,0,0,0,1,0,0,1,2,8,0,8,0,1
43314,0,0,0,0,2,1,0,0,0,0,3,9,0,9,0,1
43315,0,1,1,1,0,0,0,0,0,0,3,7,0,7,0,1
43316,0,1,1,0,0,0,2,0,0,1,5,6,0,6,0,1
43317,2,1,1,0,0,0,0,1,0,1,6,4,0,4,0,1
43318,1,2,1,0,0,0,0,2,0,0,6,7,0,7,0,1
43319,0,0,1,0,0,0,0,0,0,0,1,15,1,14,0,2
43320,1,1,1,1,0,0,0,0,0,0,4,8,0,8,0,1
43321,0,0,0,0,0,0,1,0,1,0,2,4,0,4,0,0
43322,0,0,1,0,0,0,1,0,1,1,4,16,7,9,0,2
43323,0,1,1,0,0,1,0,0,0,1,4,5,0,5,0,1
43324,0,0,0,2,0,1,0,0,0,0,3,6,0,6,0,1
43325,0,0,0,0,0,0,1,0,0,1,2,14,5,9,0,2
43326,0,1,0,0,1,0,0,0,0,0,2,14,8,6,0,2
43327,1,0,1,0,0,1,0,0,0,1,4,4,0,4,0,1
43328,0,2,0,0,0,0,0,0,0,0,2,9,0,9,0,1
43329,0,0,0,1,0,0,0,0,0,0,1,9,0,9,0,1
43330,0,0,0,2,0,0,0,1,1,0,4,4,0,4,0,1
43331,2,0,1,0,0,0,0,0,0,1,4,5,0,5,0,1
43332,0,1,0,0,0,0,0,0,0,0,1,7,0,7,0,1
43333,0,0,0,0,0,0,0,0,0,2,2,8,0,8,0,1
43334,1,1,2,0,0,1,1,0,0,0,6,2,0,2,0,1
43335,0,0,0,0,0,1,1,0,0,0,2,8,0,8,0,1
43336,0,0,1,0,0,0,0,0,1,0,2,5,0,5,0,0
43337,1,0,1,0,0,2,1,1,1,1,8,0,0,0,1,1
43338,2,1,1,0,0,0,1,0,1,0,6,4,0,4,0,1
43339,0,1,1,0,0,0,0,1,0,1,4,7,0,7,0,1
43340,0,0,1,1,0,0,0,0,0,0,2,8,0,8,0,1
43341,0,1,0,0,0,0,0,0,0,0,1,7,0,7,0,1
43342,0,0,0,0,1,0,0,0,0,0,1,8,0,8,0,1
43343,0,0,2,0,0,1,0,0,0,0,3,13,8,5,0,2
43344,0,1,0,0,1,1,0,0,0,0,3,5,0,5,0,1
43345,1,1,0,0,0,0,0,1,0,0,3,6,0,6,0,1
43346,0,0,0,0,0,0,0,0,1,1,2,4,0,4,0,0
43347,1,0,2,0,0,0,0,1,0,0,4,4,0,4,0,1
43348,0,0,2,0,0,0,0,0,0,0,2,7,0,7,0,1
43349,0,0,0,1,0,0,1,0,1,0,3,12,9,3,0,2
43350,0,1,0,1,0,0,0,0,1,1,4,7,0,7,0,1
43351,0,0,0,1,0,0,0,0,0,1,2,7,0,7,0,1
43352,0,0,0,0,0,0,0,0,0,0,0,11,0,11,1,1
43353,0,0,0,0,1,0,0,0,1,0,2,6,0,6,0,1
43354,0,0,1,1,0,0,0,0,0,1,3,5,0,5,0,1
43355,0,1,0,0,0,0,0,0,0,0,1,6,0,6,0,0
43356,0,0,0,0,0,1,0,0,0,1,2,5,0,5,0,0
43357,0,0,2,0,2,0,4,0,0,0,8,2,0,2,0,1
43358,2,0,2,0,0,0,0,0,0,0,4,5,0,5,0,1
43359,2,0,0,1,0,0,2,0,2,0,7,2,0,2,0,1
43360,1,0,0,0,0,0,0,0,1,1,3,6,0,6,0,1
43361,0,1,1,1,0,0,0,0,0,0,3,5,0,5,0,1
43362,0,0,1,2,0,2,0,0,2,1,8,1,0,1,0,1
43363,0,1,0,0,1,0,0,0,0,0,2,8,0,8,0,1
43364,0,0,0,0,1,0,1,0,2,0,4,2,0,2,0,0
43365,0,0,0,0,1,0,0,0,0,0,1,9,0,9,0,1
43366,0,0,1,0,0,1,0,0,0,0,2,4,0,4,0,0
43367,0,1,0,0,0,1,0,0,0,0,2,6,0,6,0,1
43368,0,0,0,2,1,0,0,0,0,1,4,12,7,5,0,2
43369,0,1,1,0,0,0,1,1,0,0,4,6,0,6,0,1
43370,0,1,0,0,0,0,0,0,0,1,2,6,0,6,0,1
43371,1,0,1,1,0,0,0,0,0,0,3,7,0,7,0,1
43372,2,1,1,0,0,0,0,0,0,2,6,7,0,7,0,1
43373,0,0,0,0,0,1,0,0,2,0,3,7,0,7,0,1
43374,1,0,1,0,0,0,0,0,0,0,2,8,0,8,0,1
43375,3,0,0,0,0,0,0,1,0,0,4,6,0,6,0,1
43376,0,0,1,1,0,0,0,0,0,0,2,5,0,5,0,0
43377,1,3,0,1,0,0,0,0,1,0,6,3,0,3,0,1
43378,0,0,0,0,0,1,0,0,1,0,2,14,6,8,0,2
43379,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43380,0,0,0,0,0,0,1,0,0,1,2,6,0,6,0,1
43381,0,0,0,0,0,1,0,1,0,1,3,10,0,10,0,1
43382,1,1,0,0,1,0,0,1,0,0,4,4,0,4,0,1
43383,0,2,0,1,1,0,1,2,0,1,8,2,0,2,0,1
43384,0,0,0,1,0,0,0,0,0,0,1,7,0,7,0,1
43385,0,1,0,1,0,0,4,0,0,0,6,1,1,0,0,0
43386,0,0,0,0,0,0,0,0,1,0,1,8,0,8,0,1
43387,3,0,0,1,0,0,0,0,0,0,4,4,0,4,0,1
43388,0,1,1,0,0,1,0,0,1,2,6,3,0,3,0,1
43389,0,0,1,0,1,0,0,1,0,0,3,7,0,7,0,1
43390,0,0,0,1,0,0,0,0,0,0,1,8,0,8,0,1
43391,0,1,1,1,0,1,2,1,0,0,7,1,0,1,0,1
43392,0,1,0,0,0,1,0,1,0,0,3,13,6,7,0,2
43393,1,0,0,0,0,1,0,0,0,0,2,4,0,4,0,0
43394,0,1,0,0,0,0,2,1,0,0,4,4,0,4,0,1
43395,0,0,0,0,0,1,0,1,1,0,3,7,0,7,0,1
43396,0,1,1,0,0,0,0,0,0,0,2,4,0,4,0,0
43397,0,0,0,1,0,0,1,0,0,0,2,8,0,8,0,1
43398,0,0,2,0,0,0,0,0,1,0,3,5,0,5,0,1
43399,0,0,0,1,0,0,0,0,1,0,2,4,0,4,0,0
43400,1,0,0,3,0,1,0,2,3,0,10,3,0,3,1,2
43401,0,0,0,0,0,1,0,1,1,0,3,6,0,6,0,1
43402,0,1,1,0,0,0,0,0,0,0,2,11,0,11,0,1
43403,0,1,0,1,1,0,0,0,0,0,3,7,0,7,0,1
43404,0,1,1,0,0,0,0,0,0,0,2,8,0,8,0,1
43405,1,0,1,0,0,1,0,0,0,0,3,8,0,8,0,1
43406,0,2,2,0,0,2,0,0,0,0,6,6,0,6,0,1
43407,0,1,0,0,0,0,0,0,0,0,1,11,0,11,0,1
43408,2,1,1,0,0,0,0,0,0,0,4,5,0,5,0,1
43409,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43410,0,1,0,1,0,2,0,1,0,1,6,5,0,5,0,1
43411,1,0,0,1,0,0,0,0,0,0,2,9,0,9,0,1
43412,0,2,2,0,0,0,0,0,0,0,4,6,0,6,0,1
43413,0,1,0,0,0,0,0,0,1,0,2,8,0,8,0,1
43414,1,1,0,0,0,0,0,0,0,0,2,8,0,8,0,1
43415,0,1,0,0,0,0,0,0,0,0,1,7,0,7,0,1
43416,1,1,1,1,0,0,0,0,0,0,4,6,0,6,0,1
43417,0,1,0,0,0,0,1,0,0,1,3,6,0,6,0,1
43418,1,0,1,0,0,1,0,1,0,0,4,6,0,6,0,1
43419,0,0,0,0,0,0,0,1,0,0,1,8,0,8,0,1
43420,0,0,1,0,2,0,0,0,1,0,4,12,7,5,0,2
43421,1,0,1,0,0,0,0,0,0,0,2,4,0,4,0,0
43422,1,1,0,0,0,0,0,0,1,0,3,6,0,6,0,1
43423,0,0,1,0,0,0,0,0,0,0,1,6,0,6,0,0
43424,0,0,1,0,0,0,0,0,0,0,1,7,0,7,0,1
43425,1,0,0,0,0,0,0,1,0,0,2,22,0,22,4,2
43426,0,0,0,0,1,0,0,0,1,0,2,8,0,8,0,1
43427,0,0,0,1,0,0,0,0,1,0,2,14,8,6,0,2
43428,0,1,0,0,0,1,0,0,0,0,2,4,0,4,0,0
43429,0,0,0,1,0,0,0,0,0,0,1,6,0,6,0,0
43430,0,0,1,0,0,1,0,0,1,0,3,7,0,7,0,1
43431,0,0,0,0,0,0,0,1,0,0,1,8,0,8,0,1
43432,0,1,0,0,0,0,0,0,0,0,1,12,0,12,0,1
43433,0,1,1,1,0,0,0,1,0,0,4,5,0,5,0,1
43434,0,1,0,0,0,0,0,1,1,1,4,6,0,6,0,1
43435,0,1,0,1,0,0,1,0,0,1,4,5,0,5,0,1
43436,1,0,0,0,0,0,0,0,0,1,2,7,0,7,0,1
43437,1,1,0,0,0,0,1,1,1,0,5,3,0,3,0,1
43438,1,1,0,0,0,1,0,1,0,0,4,4,0,4,0,1
43439,3,1,0,1,0,2,0,0,1,1,9,3,0,3,0,1
43440,0,2,2,0,0,0,0,0,0,0,4,5,0,5,0,1
43441,1,0,1,2,0,0,1,0,1,0,6,2,0,2,0,1
43442,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0
43443,0,0,0,0,1,0,0,0,0,2,3,6,0,6,0,1
43444,1,1,0,0,0,0,0,0,0,0,2,7,0,7,0,1
43445,0,0,1,1,0,1,0,1,0,0,4,4,0,4,0,1
43446,0,0,1,2,0,0,0,0,0,0,3,5,0,5,0,1
43447,0,0,0,0,0,0,0,0,0,1,1,9,0,9,0,1
43448,0,0,0,1,0,0,0,1,0,1,3,12,8,4,0,2
43449,0,0,0,0,0,0,0,1,0,0,1,6,0,6,0,0
43450,0,0,1,0,0,0,0,2,0,0,3,5,0,5,0,1
43451,0,0,0,0,1,1,0,1,0,0,3,8,0,8,0,1
43452,0,1,0,0,0,0,0,2,0,1,4,8,0,8,0,1
43453,2,1,0,0,0,0,0,0,0,0,3,5,0,5,0,1
43454,1,0,1,1,2,1,0,0,2,0,8,2,0,2,0,1
43455,0,0,0,0,0,1,0,1,1,0,3,7,0,7,0,1
43456,0,1,0,0,0,0,0,0,0,0,1,17,1,16,1,2
43457,0,1,2,1,0,0,0,0,0,0,4,7,0,7,0,1
43458,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,1
43459,0,1,1,1,0,0,0,0,0,0,3,5,0,5,0,1
43460,1,0,0,0,0,0,0,0,0,0,1,6,0,6,0,0
43461,0,0,0,1,0,0,0,0,0,0,1,6,0,6,0,0
43462,0,1,0,0,0,0,0,0,0,0,1,7,0,7,0,1
43463,1,1,0,0,1,0,0,0,0,0,3,7,0,7,0,1
43464,0,1,1,0,1,0,0,0,0,0,3,5,0,5,0,1
43465,0,0,0,3,1,1,0,0,1,1,7,3,0,3,0,1
43466,0,0,1,0,0,0,0,0,1,0,2,14,5,9,0,2
43467,0,1,1,0,0,1,0,0,1,0,4,4,0,4,0,1
43468,0,0,1,0,0,1,0,0,1,0,3,12,5,7,0,2
43469,0,0,1,1,0,0,0,0,0,1,3,6,0,6,0,1
43470,0,1,0,0,1,0,0,1,0,0,3,5,0,5,0,1
43471,0,0,0,1,3,0,0,0,0,2,6,7,0,7,0,1
43472,0,0,1,0,0,1,0,0,0,0,2,7,0,7,0,1
43473,0,0,0,0,0,0,0,1,0,1,2,7,0,7,0,1
43474,0,1,0,2,0,2,0,1,0,1,7,3,0,3,0,1
43475,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
43476,0,1,1,1,0,0,0,0,0,0,3,9,0,9,0,1
43477,0,1,0,1,0,0,0,0,0,0,2,4,0,4,0,0
43478,0,1,0,0,0,0,0,1,0,2,4,7,0,7,0,1
43479,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
43480,2,1,1,0,0,0,0,0,0,0,4,4,0,4,0,1
43481,1,2,1,0,0,0,0,0,0,0,4,8,0,8,0,1
43482,1,0,2,1,0,0,0,0,0,0,4,11,1,10,1,2
43483,0,2,1,0,0,0,1,0,0,0,4,10,0,10,1,2
43484,2,1,1,0,0,0,0,0,0,0,4,9,0,9,0,1
43485,0,1,0,0,0,0,0,1,0,0,2,7,0,7,0,1
43486,3,1,1,1,0,0,0,0,2,0,8,2,0,2,0,1
43487,0,0,1,0,1,0,0,0,0,0,2,6,0,6,0,1
43488,1,1,0,0,0,1,1,0,0,0,4,6,0,6,0,1
43489,0,0,0,2,0,0,0,0,0,1,3,5,0,5,0,1
43490,0,0,0,1,1,0,0,1,0,0,3,7,0,7,0,1
43491,0,1,0,1,0,1,0,0,0,1,4,4,0,4,0,1
43492,0,0,0,0,3,3,0,0,0,0,6,3,0,3,0,1
43493,1,1,1,0,0,1,0,0,0,0,4,4,0,4,0,1
43494,1,2,0,0,0,0,0,0,1,0,4,2,0,2,0,0
43495,0,1,1,0,1,0,0,0,0,0,3,5,0,5,0,1
43496,0,0,0,0,0,2,0,0,0,0,2,6,0,6,0,1
43497,1,0,0,0,0,0,0,0,0,1,2,7,0,7,0,1
43498,1,1,0,0,0,0,0,0,0,0,2,5,0,5,0,0
43499,0,1,1,1,0,0,0,0,0,0,3,5,0,5,0,1
43500,0,0,0,1,1,0,0,0,0,1,3,13,8,5,0,2
43501,3,0,0,0,1,0,1,0,0,0,5,5,0,5,0,1
43502,0,1,0,0,0,0,1,0,0,0,2,6,0,6,0,1
43503,0,0,1,0,0,0,0,0,0,0,1,9,0,9,0,1
43504,1,1,1,1,0,0,0,0,0,0,4,6,0,6,0,1
43505,0,0,0,0,0,1,0,0,1,0,2,7,0,7,0,1
43506,0,0,0,1,0,0,0,0,0,0,1,11,0,11,0,1
43507,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
43508,0,0,1,1,0,1,0,0,0,0,3,7,0,7,0,1
43509,0,0,0,1,0,0,1,0,0,0,2,6,0,6,0,1
43510,2,2,0,0,0,0,1,0,1,2,8,2,0,2,0,1
43511,3,2,0,0,1,0,0,2,0,0,8,1,1,0,0,1
43512,0,2,1,1,0,0,0,0,0,0,4,6,0,6,0,1
43513,0,0,1,0,0,0,0,0,0,0,1,9,0,9,0,1
43514,0,0,0,0,0,0,0,1,0,0,1,15,8,7,0,2
43515,0,1,0,0,0,0,2,0,0,0,3,6,0,6,0,1
43516,2,1,0,0,0,0,0,0,0,0,3,5,0,5,0,1
43517,0,0,1,0,0,0,0,0,0,2,3,6,0,6,0,1
43518,1,1,1,0,0,3,0,1,0,0,7,6,0,6,0,1
43519,0,0,0,0,0,1,0,0,0,0,1,12,0,12,1,2
43520,0,2,0,0,0,1,1,0,0,0,4,4,0,4,0,1
43521,1,0,1,0,0,0,0,0,0,0,2,9,0,9,0,1
43522,1,1,0,0,0,0,0,0,0,0,2,4,0,4,0,0
43523,0,1,1,0,0,0,1,0,0,0,3,7,0,7,0,1
