,zero,one,two,three,four,five,six,seven,eight,nine,nums,chars,upper,lower,special,strength
21727,0,2,0,0,0,0,0,1,0,1,4,6,0,6,0,1
21728,0,1,0,1,0,1,0,0,0,0,3,13,7,6,0,2
21729,1,0,1,2,0,1,1,0,0,1,7,5,0,5,0,1
21730,1,2,0,1,0,1,1,0,0,2,8,5,0,5,0,1
21731,0,0,0,0,0,0,3,0,0,0,3,8,0,8,0,1
21732,0,0,0,0,0,0,0,0,1,0,1,13,0,13,1,2
21733,0,0,0,2,0,2,0,0,0,0,4,2,2,0,0,0
21734,0,0,1,1,0,0,0,0,0,0,2,10,0,10,0,1
21735,0,0,0,1,0,0,0,0,1,0,2,6,0,6,0,1
21736,0,1,0,1,1,1,0,0,0,0,4,7,0,7,0,1
21737,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
21738,0,0,0,0,1,1,0,0,0,0,2,8,0,8,0,1
21739,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0
21740,1,0,0,1,0,0,1,0,0,0,3,6,0,6,0,1
21741,0,0,0,0,1,0,0,1,1,0,3,5,0,5,0,1
21742,1,1,0,0,0,0,1,0,0,1,4,5,0,5,0,1
21743,2,2,0,0,0,0,0,0,0,0,4,4,0,4,0,1
21744,0,0,0,0,0,1,2,0,0,0,3,5,0,5,0,1
21745,0,1,3,0,0,0,0,0,0,0,4,5,0,5,0,1
21746,0,1,0,1,0,1,0,0,0,0,3,6,0,6,0,1
21747,0,0,0,1,0,0,0,0,0,1,2,4,0,4,0,0
21748,1,0,0,1,1,0,1,0,0,0,4,12,8,4,0,2
21749,1,2,1,0,0,0,0,0,0,0,4,8,0,8,0,1
21750,0,1,1,1,0,0,0,0,0,0,3,7,0,7,0,1
21751,0,1,0,0,1,0,0,0,0,0,2,5,0,5,0,0
21752,0,0,0,0,0,0,0,0,1,0,1,6,0,6,0,0
21753,0,0,0,0,0,0,0,2,0,0,2,7,0,7,0,1
21754,0,0,0,0,0,0,0,1,0,1,2,9,0,9,0,1
21755,0,1,0,0,0,0,0,0,0,1,2,5,0,5,0,0
21756,0,0,0,0,0,0,1,0,1,0,2,6,0,6,0,1
21757,0,2,0,0,0,0,0,0,0,0,2,6,0,6,0,1
21758,2,0,0,0,0,0,0,0,0,0,2,7,0,7,0,1
21759,0,0,0,1,0,0,0,0,0,0,1,8,0,8,0,1
21760,0,2,1,0,1,0,0,0,0,0,4,7,0,7,0,1
21761,0,1,0,0,0,1,1,0,3,1,7,1,0,1,0,1
21762,1,0,0,0,0,0,1,0,0,1,3,13,8,5,0,2
21763,1,3,1,0,0,0,0,0,2,1,8,3,0,3,0,1
21764,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
21765,1,0,0,0,0,0,0,0,1,0,2,11,0,11,0,1
21766,1,0,1,1,2,1,0,0,1,0,7,0,0,0,2,1
21767,0,1,0,0,0,0,0,0,0,0,1,6,0,6,0,0
21768,1,3,1,0,0,0,0,1,1,1,8,1,1,0,0,1
21769,0,1,1,1,1,1,1,0,0,0,6,7,0,7,0,1
21770,0,1,0,0,0,0,1,0,1,0,3,6,0,6,0,1
21771,0,0,2,0,0,0,0,0,0,0,2,4,0,4,0,0
21772,0,1,1,1,0,0,0,0,0,0,3,8,0,8,0,1
21773,1,1,0,0,0,0,1,0,0,0,3,7,0,7,0,1
21774,0,0,1,0,0,0,0,0,0,0,1,8,0,8,0,1
21775,0,1,0,0,0,0,0,1,1,1,4,6,0,6,0,1
21776,1,1,0,0,0,0,0,0,0,2,4,5,0,5,0,1
21777,0,2,0,0,0,0,0,0,0,0,2,6,0,6,0,1
21778,0,0,0,0,0,0,0,0,0,2,2,8,0,8,0,1
21779,0,0,0,0,0,0,1,0,0,1,2,4,0,4,0,0
21780,0,0,0,0,0,0,2,0,1,1,4,4,0,4,0,1
21781,1,1,0,0,0,0,0,0,0,0,2,8,0,8,0,1
21782,0,2,0,1,0,1,0,0,0,0,4,5,0,5,0,1
21783,0,1,1,0,0,0,0,1,1,1,5,3,0,3,0,1
21784,1,0,1,0,0,0,0,0,0,0,2,7,0,7,0,1
21785,0,0,0,0,0,1,0,0,0,0,1,8,0,8,0,1
21786,0,1,1,1,0,0,0,0,0,0,3,8,0,8,0,1
21787,0,0,0,0,2,2,0,0,0,0,4,6,0,6,0,1
21788,0,2,0,0,0,0,0,0,1,0,3,5,0,5,0,1
21789,0,0,1,0,1,0,1,0,0,1,4,4,0,4,0,1
21790,0,0,1,1,0,0,0,1,0,0,3,5,0,5,0,1
21791,0,0,0,0,0,0,0,0,1,0,1,6,0,6,0,0
21792,0,1,0,1,0,0,0,0,0,0,2,11,0,11,0,1
21793,0,0,2,0,0,0,0,0,0,0,2,5,0,5,0,0
21794,0,1,0,0,0,0,0,0,0,0,1,12,0,12,0,1
21795,0,0,0,0,0,1,0,0,0,0,1,9,0,9,0,1
21796,0,1,0,1,0,0,1,0,0,0,3,7,0,7,0,1
21797,2,1,1,0,0,0,0,0,0,0,4,5,0,5,0,1
21798,1,1,0,2,2,0,2,2,0,0,10,1,0,1,0,1
21799,0,1,0,0,0,0,1,0,1,0,3,11,6,5,0,2
21800,0,0,0,0,1,0,0,0,0,0,1,8,0,8,0,1
21801,0,1,1,0,0,0,0,0,0,2,4,4,0,4,0,1
21802,0,1,0,0,0,0,0,0,0,0,1,9,0,9,0,1
21803,1,2,0,0,0,0,0,0,0,0,3,6,0,6,0,1
21804,0,1,0,0,0,0,1,0,0,0,2,6,0,6,0,1
21805,0,1,0,0,0,0,0,0,0,0,1,9,0,9,0,1
21806,0,0,0,0,0,1,1,1,1,1,5,5,0,5,0,1
21807,0,1,0,1,0,2,0,1,0,1,6,3,0,3,0,1
21808,2,1,0,1,0,0,0,0,0,0,4,6,0,6,0,1
21809,1,1,0,0,0,0,0,0,0,0,2,8,0,8,0,1
21810,0,0,0,0,0,1,0,0,1,0,2,7,0,7,0,1
21811,0,1,0,0,0,0,0,0,0,1,2,14,9,5,0,2
21812,0,0,0,0,0,1,0,0,0,0,1,8,0,8,0,1
21813,0,0,1,0,2,0,0,0,0,0,3,3,0,3,0,0
21814,0,1,0,0,1,2,0,0,0,0,4,5,0,5,0,1
21815,0,1,0,1,0,0,0,0,0,0,2,8,0,8,0,1
21816,0,0,0,0,0,0,0,1,0,0,1,5,0,5,0,0
21817,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
21818,2,0,0,2,1,1,0,0,0,0,6,2,0,2,0,1
21819,0,0,0,0,0,0,1,0,0,1,2,4,0,4,0,0
21820,0,1,1,1,1,0,0,0,0,0,4,4,0,4,0,1
21821,2,4,0,0,0,0,0,2,0,2,10,1,0,1,0,1
21822,0,2,2,0,0,2,0,0,0,0,6,2,0,2,0,1
21823,2,0,1,2,1,0,1,0,0,1,8,1,0,1,0,1
21824,1,1,1,0,0,0,0,0,0,0,3,11,5,6,0,2
21825,0,0,0,0,0,0,0,3,0,0,3,6,0,6,0,1
21826,0,0,1,0,0,0,0,0,0,0,1,5,0,5,0,0
21827,1,0,0,0,0,0,0,1,0,0,2,7,0,7,0,1
21828,0,1,1,0,0,0,0,0,0,0,2,8,0,8,0,1
21829,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
21830,0,0,0,0,0,1,0,0,0,1,2,14,11,3,0,2
21831,0,1,0,0,0,0,1,1,0,0,3,7,0,7,0,1
21832,0,0,0,0,1,0,0,0,0,0,1,7,0,7,0,1
21833,0,0,0,0,0,1,0,0,0,0,1,15,8,7,0,2
21834,1,0,1,0,0,1,0,1,0,0,4,6,0,6,0,1
21835,0,1,0,0,0,0,0,0,0,0,1,12,0,12,0,1
21836,1,0,1,1,0,0,1,0,1,0,5,5,0,5,0,1
21837,0,0,0,0,0,1,0,0,0,0,1,7,0,7,0,1
21838,0,0,0,0,1,0,0,0,0,1,2,9,0,9,0,1
21839,1,0,0,0,0,0,0,1,0,0,2,5,0,5,0,0
21840,3,0,0,0,0,0,0,0,1,0,4,4,0,4,0,1
21841,3,0,0,0,0,0,0,0,0,0,3,12,5,7,0,2
21842,0,0,1,0,0,0,0,1,0,0,2,6,0,6,0,1
21843,0,0,0,1,1,0,0,0,0,1,3,7,0,7,0,1
21844,0,0,0,1,0,0,0,0,0,0,1,6,0,6,0,0
21845,0,2,0,0,0,0,0,0,0,0,2,14,6,8,0,2
21846,1,0,0,0,0,0,0,0,0,0,1,16,1,15,1,2
21847,0,1,1,1,0,0,0,0,0,0,3,7,0,7,0,1
21848,0,1,1,1,0,0,0,0,0,0,3,9,0,9,0,1
21849,2,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0
21850,0,1,0,0,1,0,0,0,0,2,4,2,2,0,0,0
21851,1,0,0,1,0,0,1,0,0,0,3,10,0,10,0,1
21852,0,0,0,1,0,1,0,1,0,0,3,7,0,7,0,1
21853,0,1,1,1,1,0,1,1,1,1,8,5,0,5,0,1
21854,1,1,2,0,0,0,0,2,0,0,6,7,0,7,0,1
21855,0,0,1,0,0,0,0,0,1,0,2,11,0,11,0,1
21856,0,1,0,0,0,0,1,0,1,1,4,6,0,6,0,1
21857,0,1,0,0,2,1,2,0,0,1,7,2,0,2,0,1
21858,0,0,1,1,0,0,0,0,0,0,2,7,0,7,0,1
21859,2,0,0,0,0,0,0,0,0,0,2,7,0,7,0,1
21860,0,1,1,0,1,1,0,0,0,0,4,12,8,4,0,2
21861,1,1,0,0,0,0,0,1,0,0,3,6,0,6,0,1
21862,0,0,0,0,1,0,0,0,0,0,1,7,0,7,0,1
21863,0,0,0,0,0,0,0,2,0,1,3,6,0,6,0,1
21864,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
21865,0,1,1,1,0,0,1,0,0,0,4,5,0,5,0,1
21866,0,0,0,0,0,0,0,0,1,0,1,8,0,8,0,1
21867,0,0,3,0,2,0,1,0,0,1,7,5,0,5,0,1
21868,0,0,0,0,0,0,0,0,1,0,1,8,0,8,0,1
21869,0,1,0,0,0,0,0,0,1,0,2,11,0,11,0,1
21870,0,1,0,1,0,0,0,0,0,0,2,6,0,6,0,1
21871,0,0,1,0,0,0,0,0,0,0,1,8,0,8,0,1
21872,0,2,0,0,0,0,0,0,0,0,2,5,0,5,0,0
21873,0,1,0,2,0,1,1,0,0,0,5,5,0,5,0,1
21874,1,2,0,1,0,0,1,1,0,2,8,2,0,2,0,1
21875,1,1,2,0,0,0,0,0,0,0,4,13,1,12,0,2
21876,0,1,0,2,0,0,0,0,0,0,3,7,0,7,0,1
21877,0,2,2,2,1,1,0,0,0,0,8,1,0,1,0,1
21878,0,0,2,1,0,0,0,0,0,0,3,6,0,6,0,1
21879,0,0,1,0,0,0,0,0,1,1,3,7,0,7,0,1
21880,0,0,0,0,0,1,0,0,0,1,2,4,0,4,0,0
21881,0,0,0,1,1,0,0,0,1,1,4,4,0,4,0,1
21882,1,1,0,0,2,0,0,0,2,2,8,1,0,1,0,1
21883,2,0,1,0,1,0,0,0,0,0,4,9,0,9,0,1
21884,0,0,2,0,0,0,0,0,0,0,2,5,0,5,0,0
21885,0,0,0,3,0,0,0,0,0,0,3,7,0,7,0,1
21886,1,1,0,0,0,1,1,0,0,0,4,6,0,6,0,1
21887,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
21888,0,0,3,1,2,0,0,0,0,1,7,5,0,5,0,1
21889,0,0,0,0,0,0,0,1,0,0,1,8,0,8,0,1
21890,0,0,1,0,1,0,0,0,0,0,2,7,0,7,0,1
21891,0,0,1,0,1,1,0,1,0,1,5,8,0,8,0,1
21892,0,0,0,0,1,1,0,0,0,0,2,4,0,4,0,0
21893,1,0,0,1,0,0,0,0,0,0,2,4,0,4,0,0
21894,0,0,0,0,0,4,0,0,0,0,4,4,0,4,0,1
21895,0,0,0,0,0,0,0,1,0,0,1,7,0,7,0,1
21896,0,0,0,0,0,2,0,1,0,0,3,11,9,2,0,2
21897,1,0,0,0,0,0,0,0,0,0,1,9,0,9,0,1
21898,1,1,0,0,0,0,0,0,0,0,2,14,10,4,0,2
21899,1,2,0,1,0,0,1,0,1,2,8,1,0,1,0,1
21900,0,0,0,0,0,0,0,1,0,0,1,6,0,6,0,0
21901,0,0,0,0,0,1,0,0,0,0,1,7,0,7,0,1
21902,0,0,0,0,0,0,0,1,1,1,3,7,0,7,0,1
21903,2,0,1,0,1,0,0,0,0,0,4,5,0,5,0,1
21904,0,0,1,0,0,0,0,1,0,0,2,11,0,11,0,1
21905,0,0,1,0,0,0,0,0,0,0,1,8,0,8,0,1
21906,0,0,0,0,0,0,0,1,1,0,2,11,0,11,0,1
21907,0,1,0,0,0,0,0,0,0,0,1,6,0,6,0,0
21908,0,0,0,0,0,2,0,1,0,0,3,7,0,7,0,1
21909,2,1,1,0,0,0,0,0,0,0,4,4,0,4,0,1
21910,0,0,1,0,1,0,0,0,0,0,2,7,0,7,0,1
21911,0,0,0,0,0,0,0,1,0,0,1,6,0,6,0,0
21912,0,0,0,0,0,0,1,1,0,0,2,7,0,7,0,1
21913,1,0,0,0,1,0,0,0,0,0,2,5,0,5,0,0
21914,0,1,0,0,0,0,0,0,0,0,1,10,0,10,0,1
21915,0,0,1,0,0,0,0,1,0,0,2,8,0,8,0,1
21916,0,1,1,1,0,0,0,0,0,0,3,5,0,5,0,1
21917,0,1,1,1,1,0,1,1,1,1,8,1,0,1,0,1
21918,2,0,0,1,0,0,0,0,0,0,3,12,4,8,0,2
21919,0,0,1,0,1,0,0,0,0,0,2,8,0,8,0,1
21920,1,0,0,0,0,0,0,0,0,0,1,13,0,13,1,2
21921,0,0,1,0,0,0,0,0,1,0,2,6,0,6,0,1
21922,1,1,0,0,0,0,0,0,0,1,3,6,0,6,0,1
21923,0,0,0,0,0,1,0,0,0,0,1,8,0,8,0,1
21924,0,0,0,1,0,1,0,0,1,0,3,6,0,6,0,1
21925,0,0,1,0,1,0,0,0,0,0,2,7,0,7,0,1
21926,1,0,0,1,0,0,0,0,0,1,3,6,0,6,0,1
21927,1,1,1,1,0,0,0,0,0,0,4,5,0,5,0,1
21928,0,1,1,0,1,0,1,0,1,0,5,3,0,3,0,1
21929,0,0,0,0,1,0,1,0,0,0,2,5,0,5,0,0
21930,0,1,1,1,1,1,0,0,0,0,5,3,0,3,0,1
21931,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,0
21932,0,1,1,1,1,1,1,0,0,0,6,2,0,2,0,1
21933,0,0,1,0,0,0,0,0,1,0,2,4,0,4,0,0
21934,0,1,1,1,1,1,1,0,0,0,6,2,0,2,0,1
21935,1,0,0,1,0,0,0,0,0,1,3,9,0,9,0,1
21936,0,0,1,0,0,1,0,0,0,0,2,8,0,8,0,1
21937,5,0,0,1,0,2,1,0,0,0,9,8,1,7,0,2
21938,1,1,0,0,0,0,0,0,0,0,2,4,0,4,0,0
21939,0,0,0,0,0,0,1,0,0,0,1,8,0,8,0,1
21940,0,0,2,0,0,0,0,0,0,0,2,5,0,5,0,0
21941,0,1,1,0,0,1,1,0,0,0,4,4,0,4,0,1
21942,2,0,0,0,0,0,0,0,0,0,2,14,7,7,0,2
21943,0,0,0,0,0,0,0,1,0,0,1,15,7,8,0,2
21944,0,0,2,1,0,2,1,0,0,0,6,8,0,8,2,2
21945,0,0,1,1,0,0,0,0,1,1,4,12,7,5,0,2
21946,3,0,1,0,0,0,0,0,0,0,4,6,0,6,0,1
21947,1,1,1,1,1,1,0,0,1,1,8,1,0,1,0,1
21948,0,1,0,0,0,0,1,0,0,0,2,4,0,4,0,0
21949,0,1,1,0,1,1,0,1,1,0,6,3,0,3,0,1
21950,0,1,1,1,1,1,1,1,1,1,9,2,0,2,0,1
21951,1,3,1,0,0,1,0,0,0,0,6,3,0,3,0,1
21952,1,1,0,0,0,0,0,0,0,0,2,6,0,6,0,1
21953,0,0,0,0,0,1,0,0,1,0,2,8,0,8,0,1
21954,2,0,0,0,0,0,0,0,0,2,4,6,0,6,0,1
21955,0,0,0,0,0,0,0,0,1,1,2,8,0,8,0,1
21956,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0
21957,0,2,0,1,0,1,1,0,0,1,6,5,0,5,0,1
21958,0,1,0,0,0,0,0,0,0,0,1,8,0,8,0,1
21959,0,0,0,0,0,1,0,0,0,0,1,7,0,7,0,1
21960,0,1,0,0,0,0,0,0,0,0,1,6,0,6,0,0
21961,0,1,0,0,1,0,0,0,0,0,2,7,0,7,0,1
21962,0,1,1,0,0,0,0,2,0,0,4,7,0,7,0,1
21963,1,0,0,0,0,0,0,0,0,0,1,15,9,6,0,2
21964,2,2,0,0,0,0,0,0,0,4,8,1,0,1,0,1
21965,0,0,0,3,0,0,0,0,0,0,3,7,0,7,0,1
21966,0,1,0,0,0,0,0,0,1,2,4,5,0,5,0,1
21967,0,1,1,1,1,1,1,0,0,0,6,5,0,5,0,1
21968,0,2,0,0,0,0,0,0,0,0,2,11,0,11,0,1
21969,0,1,0,0,0,0,0,0,1,0,2,6,0,6,0,1
21970,1,0,0,0,0,0,0,0,0,0,1,20,1,19,1,2
21971,0,1,0,0,0,0,1,0,1,0,3,6,0,6,0,1
21972,1,1,1,0,0,0,0,1,1,1,6,2,0,2,0,1
21973,1,0,0,1,1,0,0,0,0,0,3,5,0,5,0,1
21974,0,0,0,0,0,1,0,2,0,0,3,5,0,5,0,1
21975,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
21976,1,0,1,0,0,0,0,0,1,1,4,4,0,4,0,1
21977,0,1,0,0,0,0,0,0,2,1,4,4,0,4,0,1
21978,1,1,1,1,0,2,3,0,0,0,9,2,0,2,0,1
21979,0,0,0,1,0,0,0,1,0,0,2,8,0,8,0,1
21980,0,0,0,0,0,0,0,1,1,0,2,7,0,7,0,1
21981,2,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0
21982,1,1,0,0,1,1,2,0,0,0,6,3,0,3,0,1
21983,0,0,0,0,1,0,0,0,0,0,1,8,0,8,0,1
21984,0,0,0,0,2,0,0,0,1,0,3,7,0,7,0,1
21985,0,0,0,0,1,0,0,0,0,0,1,15,8,7,0,2
21986,0,0,0,0,0,0,0,0,0,1,1,15,9,6,0,2
21987,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
21988,1,1,1,1,0,0,0,0,0,0,4,6,0,6,0,1
21989,0,1,1,0,0,0,0,0,0,0,2,8,0,8,0,1
21990,1,2,1,0,0,0,1,0,2,1,8,1,0,1,0,1
21991,0,0,0,0,0,0,1,1,1,0,3,12,6,6,0,2
21992,0,1,1,0,0,0,0,0,0,0,2,5,0,5,0,0
21993,0,0,1,0,0,0,0,0,0,0,1,5,0,5,0,0
21994,0,0,1,0,0,1,0,0,0,0,2,5,0,5,0,0
21995,1,0,0,1,0,0,0,0,0,0,2,4,0,4,0,0
21996,0,0,1,0,0,0,0,0,1,0,2,5,0,5,0,0
21997,0,1,0,1,0,0,0,0,0,0,2,7,0,7,0,1
21998,1,1,0,1,0,1,0,0,0,0,4,7,0,7,0,1
21999,0,0,0,1,0,0,1,0,1,0,3,13,9,4,0,2
22000,1,2,2,1,0,0,0,1,0,0,7,1,0,1,0,1
22001,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
22002,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0
22003,3,0,0,2,2,1,0,0,2,0,10,2,0,2,0,1
22004,1,0,0,0,0,0,1,0,0,1,3,9,0,9,0,1
22005,0,0,0,0,0,0,0,2,1,1,4,6,0,6,0,1
22006,0,0,1,1,0,0,1,0,0,1,4,7,0,7,0,1
22007,1,0,1,1,0,1,0,0,0,0,4,7,0,7,0,1
22008,0,2,1,1,0,1,0,0,0,0,5,7,0,7,0,1
22009,1,0,1,0,0,0,1,1,0,0,4,6,0,6,0,1
22010,0,1,0,0,1,0,0,0,0,0,2,5,0,5,0,0
22011,0,0,0,0,0,0,0,1,0,0,1,6,0,6,0,0
22012,0,0,0,1,0,0,0,0,1,0,2,7,0,7,0,1
22013,0,0,0,0,0,0,1,0,2,0,3,6,0,6,0,1
22014,4,1,1,1,0,0,0,0,0,0,7,2,0,2,0,1
22015,0,0,0,0,1,1,0,0,0,1,3,11,8,3,0,2
22016,1,2,1,0,1,1,1,0,1,2,10,1,0,1,0,1
22017,0,0,4,0,0,0,0,0,0,0,4,2,0,2,0,0
22018,0,0,0,0,1,0,1,0,0,0,2,8,8,0,0,1
22019,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0
22020,1,0,0,0,1,1,0,0,0,0,3,13,8,5,0,2
22021,0,1,0,1,0,0,0,0,0,2,4,7,0,7,0,1
22022,0,0,0,0,0,1,4,0,0,2,7,1,0,1,0,1
22023,0,0,0,0,0,0,1,0,1,0,2,5,0,5,0,0
22024,0,1,1,1,0,0,0,0,0,0,3,7,0,7,0,1
22025,0,0,1,0,0,0,0,0,0,1,2,8,0,8,0,1
22026,0,2,0,0,0,0,0,0,0,0,2,4,0,4,0,0
22027,0,0,0,1,0,1,0,0,0,0,2,7,0,7,0,1
22028,0,0,1,0,0,0,0,0,1,0,2,5,0,5,0,0
22029,0,0,0,0,1,1,1,0,0,0,3,6,0,6,0,1
22030,0,1,1,1,0,0,0,0,0,0,3,15,1,14,0,2
22031,0,0,0,0,1,0,2,0,1,0,4,12,8,4,0,2
22032,0,2,0,0,1,0,0,0,0,0,3,8,0,8,0,1
22033,0,0,0,0,1,0,1,1,1,0,4,4,0,4,0,1
22034,3,0,2,0,1,1,0,0,1,0,8,1,0,1,0,1
22035,0,0,1,1,0,0,1,0,0,0,3,5,0,5,0,1
22036,0,0,1,0,0,0,0,0,0,0,1,7,0,7,0,1
22037,0,1,1,0,0,0,0,0,0,1,3,9,0,9,0,1
22038,0,0,0,0,1,1,1,0,0,0,3,6,0,6,0,1
22039,0,1,0,0,0,0,0,0,1,0,2,6,0,6,0,1
22040,0,0,0,1,0,0,0,1,0,0,2,14,4,10,0,2
22041,0,1,0,0,1,1,1,0,0,0,4,12,6,6,0,2
22042,0,3,0,0,0,0,0,0,0,0,3,7,0,7,0,1
22043,1,0,0,0,0,0,0,1,0,0,2,14,7,7,0,2
22044,0,0,0,0,0,1,0,0,1,0,2,8,0,8,0,1
22045,0,0,0,1,0,0,0,0,1,0,2,8,0,8,0,1
22046,0,0,0,0,0,0,3,0,0,0,3,13,7,6,0,2
22047,0,1,0,0,1,0,0,0,0,0,2,9,0,9,0,1
22048,1,0,0,0,0,0,0,1,0,0,2,7,0,7,0,1
22049,1,1,1,1,0,0,0,0,0,0,4,10,1,9,0,2
22050,1,0,1,0,0,1,0,0,0,0,3,7,7,0,0,1
22051,0,1,0,0,0,0,1,1,0,0,3,5,0,5,0,1
22052,0,1,1,1,0,0,1,0,0,0,4,8,0,8,0,1
22053,0,1,1,1,1,0,0,0,0,0,4,5,0,5,0,1
22054,1,0,1,0,1,1,0,0,0,0,4,12,6,6,0,2
22055,0,0,1,1,0,0,1,1,0,0,4,4,0,4,0,1
22056,1,0,0,0,1,1,0,0,0,0,3,7,0,7,0,1
22057,0,0,0,0,0,0,1,0,0,0,1,15,9,6,0,2
22058,1,1,0,0,0,0,0,0,0,0,2,5,0,5,0,0
22059,1,1,1,0,1,1,0,1,1,0,7,1,0,1,0,1
22060,1,0,0,3,1,1,1,1,0,0,8,2,0,2,0,1
22061,0,2,1,0,0,0,0,0,0,0,3,6,0,6,0,1
22062,1,0,0,0,0,0,0,0,1,0,2,11,0,11,0,1
22063,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
22064,0,1,0,1,0,2,0,1,0,1,6,3,0,3,0,1
22065,0,2,2,0,0,0,0,0,0,0,4,4,0,4,0,1
22066,0,1,1,0,0,0,1,0,0,0,3,11,4,7,0,2
22067,0,2,2,0,0,1,1,0,1,1,8,1,0,1,0,1
22068,0,2,0,0,0,0,0,0,0,0,2,8,0,8,0,1
22069,2,0,1,0,0,0,0,0,1,0,4,6,0,6,0,1
22070,0,1,0,1,3,1,0,0,0,0,6,2,0,2,0,1
22071,0,0,1,0,1,0,0,0,0,0,2,9,0,9,0,1
22072,0,0,0,0,0,0,0,1,0,1,2,4,0,4,0,0
22073,0,1,1,1,0,0,0,0,0,0,3,5,0,5,0,1
22074,0,2,0,0,0,0,0,0,0,0,2,7,0,7,0,1
22075,0,0,0,1,2,1,0,0,0,2,6,2,0,2,0,1
22076,1,0,0,0,0,0,0,0,1,0,2,5,0,5,0,0
22077,0,1,0,0,0,1,0,0,1,0,3,8,0,8,0,1
22078,1,0,0,0,1,0,0,0,2,0,4,6,0,6,0,1
22079,1,0,0,0,0,1,0,1,0,1,4,11,4,7,0,2
22080,0,0,0,1,0,0,0,0,1,1,3,7,0,7,0,1
22081,0,1,2,0,0,2,0,0,0,0,5,4,0,4,0,1
22082,1,1,0,0,0,0,0,0,0,0,2,7,0,7,0,1
22083,0,1,0,0,0,0,0,0,0,0,1,10,0,10,0,1
22084,0,1,1,0,0,0,0,0,0,0,2,5,0,5,0,0
22085,0,0,1,1,0,0,0,0,0,0,2,7,0,7,0,1
22086,0,1,0,0,0,0,0,0,0,0,1,15,1,14,1,2
22087,1,1,0,0,0,0,0,0,1,1,4,7,0,7,0,1
22088,2,0,0,0,0,0,0,0,0,0,2,7,0,7,0,1
22089,0,0,1,0,1,1,0,0,0,0,3,5,0,5,0,1
22090,0,1,1,1,1,1,1,0,0,0,6,4,0,4,0,1
22091,0,2,0,2,2,2,0,0,0,0,8,0,0,0,1,1
22092,0,0,0,0,0,0,1,0,0,1,2,5,0,5,0,0
22093,0,1,0,0,0,0,0,0,0,0,1,11,0,11,0,1
22094,0,0,0,0,0,1,0,0,1,0,2,6,0,6,0,1
22095,0,1,1,1,0,0,0,0,0,0,3,7,0,7,0,1
22096,0,1,1,1,0,0,0,0,0,0,3,7,0,7,0,1
22097,0,1,1,0,2,2,0,0,1,1,8,2,0,2,0,1
22098,0,2,0,0,0,2,0,0,1,0,5,5,0,5,0,1
22099,0,1,1,1,1,1,0,0,0,0,5,8,0,8,0,1
22100,1,1,2,0,0,1,0,0,1,0,6,5,0,5,0,1
22101,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0
22102,1,0,1,0,1,0,0,0,0,0,3,6,0,6,0,1
22103,0,0,0,1,0,0,0,0,0,0,1,9,0,9,0,1
22104,0,1,0,0,0,0,1,0,0,0,2,8,0,8,0,1
22105,0,1,0,0,0,0,0,0,0,0,1,9,0,9,0,1
22106,0,0,0,0,0,0,0,1,0,0,1,5,0,5,0,0
22107,0,0,0,0,0,0,0,0,1,0,1,8,0,8,0,1
22108,1,1,2,0,1,0,0,0,1,0,6,2,0,2,0,1
22109,1,0,0,0,0,1,0,1,0,0,3,13,7,6,0,2
22110,0,0,0,0,0,1,0,0,0,1,2,5,0,5,0,0
22111,0,1,0,1,0,0,0,0,0,0,2,8,0,8,0,1
22112,0,0,1,0,0,0,0,0,0,0,1,7,0,7,0,1
22113,0,1,0,0,0,0,0,1,0,2,4,5,0,5,0,1
22114,0,1,0,1,0,0,0,1,0,1,4,11,3,8,0,2
22115,0,1,0,1,0,0,0,0,0,0,2,4,0,4,0,0
22116,1,0,0,1,0,0,0,0,1,1,4,6,0,6,0,1
22117,1,1,0,1,1,0,0,0,0,0,4,8,0,8,0,1
22118,1,1,0,0,1,0,0,0,0,1,4,9,0,9,1,2
22119,0,0,0,0,1,1,1,0,0,0,3,7,0,7,0,1
22120,0,1,1,1,0,0,0,0,0,0,3,6,0,6,0,1
22121,0,0,1,0,1,0,0,1,2,0,5,8,0,8,0,1
22122,0,0,0,0,0,0,1,0,1,0,2,6,0,6,0,1
22123,0,2,0,0,0,0,0,0,0,2,4,5,0,5,0,1
22124,0,0,0,0,1,0,0,0,0,0,1,7,0,7,0,1
